Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
194,New Mexico State NCAA,34,28,6,0.824,4.66,-3.82,11,3,17,1,8,4,2678,2310,70,112.1,0.431,0.382,0.568,54.4,55.3,6.9,9.6,0.531,16.5,36.7,0.307,96.7,0.348,0.325,0.503,45.6,43.4,7.4,5.4,0.467,16.9,29.1,0.237,64
195,New Orleans NCAA,32,20,12,0.625,-4.1,-5.34,13,5,11,3,7,8,2331,2215,69.5,103.2,0.427,0.25,0.552,52.9,60.2,11.2,8.6,0.513,20.2,36.7,0.303,98.1,0.342,0.369,0.531,47.1,51.1,11.9,8,0.5,20,31.6,0.235,68
200,North Carolina NCAA,40,33,7,0.825,24.84,11.76,14,4,16,0,6,5,3377,2824,72.6,116,0.348,0.303,0.55,58.2,58.9,9.7,9.7,0.519,13.4,41.3,0.244,97,0.314,0.395,0.517,41.8,46.6,8.6,9.6,0.48,16.6,24.5,0.228,1
202,North Carolina Central NCAA,34,25,9,0.735,-3.18,-12.12,13,3,11,2,11,6,2542,2159,68.8,108.7,0.341,0.38,0.546,51.7,52.7,8.9,8.7,0.517,14.8,32.9,0.233,92.3,0.287,0.361,0.473,48.3,45.6,6.6,7.4,0.445,17.2,31.2,0.186,68
203,North Dakota NCAA,32,22,10,0.688,-1.83,-5.45,14,4,11,2,7,6,2578,2357,72.9,108.8,0.364,0.305,0.573,50.5,52.6,10.6,7.5,0.542,15.7,26.8,0.26,99.5,0.385,0.329,0.536,49.5,44.8,8.5,5.6,0.501,17.9,26.7,0.266,64
212,Northern Kentucky NCAA,35,24,11,0.686,-0.17,-2.84,12,6,12,2,8,7,2659,2507,70.8,107.3,0.363,0.422,0.557,53.1,52.4,8.1,7.1,0.529,16.4,31.7,0.247,101.2,0.301,0.335,0.526,46.9,45.4,8.4,12.4,0.494,15.2,25.8,0.213,64
213,Northwestern NCAA,36,24,12,0.667,14.02,8.43,10,8,14,4,5,5,2558,2357,66.5,106.8,0.305,0.356,0.534,50.6,59.3,7.9,13.2,0.497,13.8,30.7,0.228,98.4,0.361,0.345,0.497,49.4,52.4,8.6,10.3,0.461,15.3,30.6,0.242,32
215,Notre Dame NCAA,36,26,10,0.722,17.81,9.78,12,6,16,2,5,4,2783,2494,67.7,113.8,0.286,0.406,0.573,48.7,57.8,10.4,9.7,0.536,12.3,27.3,0.229,102,0.267,0.349,0.523,51.3,51.1,7.7,11.5,0.491,16,30.6,0.196,32
220,Oklahoma State NCAA,33,20,13,0.606,19.19,12.22,9,9,11,5,7,5,2828,2589,72.7,117.8,0.383,0.357,0.583,52.9,50.8,10.5,8.1,0.539,15.1,38.1,0.302,107.9,0.449,0.345,0.575,47.1,51.5,8.9,10.8,0.535,17.9,31.2,0.325,64
224,Oregon NCAA,39,33,6,0.846,20.8,8.38,16,2,17,0,7,3,3076,2565,68.8,114.2,0.347,0.388,0.582,52.9,56.3,9.4,17.2,0.554,14.7,32.2,0.247,95.2,0.257,0.378,0.494,47.1,48.9,6.9,9.6,0.462,16.6,28.6,0.185,4
235,Princeton NCAA,30,23,7,0.767,6.57,-1.84,14,0,10,1,10,4,2149,1843,65.2,109.5,0.242,0.46,0.562,50,55.2,10.2,9.5,0.537,13.5,24.4,0.179,93.9,0.318,0.374,0.511,50,48.6,6.8,8.4,0.478,17.9,23.9,0.219,64
236,Providence NCAA,33,20,13,0.606,11.24,7.84,10,8,15,3,4,7,2319,2207,67.6,103.6,0.381,0.359,0.547,49.1,58.6,9.7,8.1,0.514,16.3,26.4,0.263,98.6,0.305,0.343,0.524,50.9,48.4,9.2,8.3,0.496,17.7,28.5,0.207,68
237,Purdue NCAA,35,27,8,0.771,20.13,8.79,14,4,15,2,6,4,2790,2393,70,112.6,0.333,0.383,0.589,54.9,65.3,7.3,6.1,0.557,16.1,30.7,0.252,96.6,0.229,0.339,0.503,45.1,50,9.2,8.6,0.477,14.7,24.2,0.162,16
241,Rhode Island NCAA,35,25,10,0.714,12.88,4.62,13,5,13,3,7,5,2577,2288,67.4,108.8,0.392,0.323,0.538,51.8,51,9.6,15.7,0.507,14,32.8,0.262,96.6,0.451,0.3,0.503,48.2,46.3,7.8,7.6,0.451,16.8,29.5,0.319,32
252,Saint Mary's (CA) NCAA,34,29,5,0.853,16.75,2.19,16,2,15,2,10,1,2449,1954,61.3,117.6,0.278,0.414,0.602,57.2,63.1,6.9,8.5,0.578,15.2,33,0.207,93.8,0.266,0.277,0.484,42.8,40.2,9.1,7.8,0.453,13.6,21.8,0.184,32
263,Seton Hall NCAA,33,21,12,0.636,12.1,9.25,10,8,12,2,4,6,2417,2323,69,104.9,0.376,0.307,0.526,54.7,46.4,9.9,6.6,0.499,16.4,35.7,0.242,100.8,0.362,0.335,0.53,45.3,49.1,10,8.4,0.49,15.5,25.3,0.26,64
266,South Carolina NCAA,37,26,11,0.703,17.52,10.16,12,6,15,3,6,5,2707,2414,69.9,102.9,0.398,0.334,0.518,50.8,50.6,11,11.1,0.477,15.5,33.5,0.278,91.8,0.441,0.349,0.507,49.2,46,8.4,9.7,0.454,21,30.2,0.319,4
270,South Dakota State NCAA,35,18,17,0.514,-2.3,-0.66,8,8,11,2,3,12,2683,2697,69.2,109.6,0.404,0.456,0.581,50.7,52.1,7.4,7.2,0.537,16.4,27.4,0.311,110.2,0.26,0.463,0.561,49.3,53,9.6,10,0.536,14.3,28.1,0.188,64
275,Southern California NCAA,36,26,10,0.722,11.48,6.4,10,8,14,3,6,5,2816,2633,70.1,111.2,0.368,0.366,0.56,50.3,56.4,9.9,13.3,0.522,13.7,30.9,0.273,103.9,0.24,0.365,0.527,49.7,53.6,7.9,8.5,0.501,15.3,31.2,0.172,32
278,Southern Methodist NCAA,35,30,5,0.857,18.71,4.45,17,1,18,0,8,3,2599,2100,63.7,116.6,0.36,0.365,0.574,56.3,61.9,9,11.1,0.547,14.3,37.1,0.251,94.2,0.246,0.455,0.488,43.7,55.7,7.7,8.5,0.46,16,26.4,0.17,64
298,Texas Southern NCAA,35,23,12,0.657,-6.41,-7.81,16,2,10,0,11,11,2593,2544,69.7,105.5,0.442,0.345,0.531,48.4,47.5,10.2,7.3,0.48,14.3,31.6,0.325,103.5,0.323,0.285,0.522,51.6,48.2,7.4,8.9,0.491,16.3,34.8,0.221,64
305,Troy NCAA,37,22,15,0.595,-0.47,-3.36,10,8,10,4,6,10,2889,2667,70.1,111,0.393,0.403,0.565,51.8,49.3,8.5,9.8,0.528,15.3,31.6,0.285,102.4,0.322,0.398,0.53,48.2,49.7,8.5,9.3,0.495,15.5,28.5,0.232,64
309,UC Davis NCAA,36,23,13,0.639,-5.21,-4.68,11,5,11,0,6,9,2525,2506,70.2,98.9,0.412,0.316,0.526,50.8,52.8,7.9,9,0.49,17.6,28.9,0.278,98.1,0.319,0.368,0.522,49.2,53.9,9.7,8.9,0.487,17.3,27.5,0.228,64
314,UCLA NCAA,36,31,5,0.861,20.67,6.39,15,3,16,1,8,2,3233,2719,74.2,121,0.268,0.376,0.618,52.4,63.7,7.9,12.5,0.598,13.4,28.9,0.198,101.8,0.254,0.358,0.512,47.6,46.8,8.5,4.4,0.487,13.7,28.4,0.173,16
317,UNC Wilmington NCAA,35,29,6,0.829,8.06,-0.55,15,3,13,1,11,3,2967,2624,71.5,118.1,0.317,0.411,0.578,51.6,52.7,9.3,8.2,0.555,12.4,32.8,0.219,104.4,0.396,0.289,0.562,48.4,46.2,6.8,7.4,0.526,17.8,27.6,0.283,64
325,Vanderbilt NCAA,35,19,16,0.543,13.69,10.72,10,8,11,5,5,6,2489,2385,67.1,105.5,0.348,0.486,0.563,50,55.2,6.2,9.8,0.521,16.3,24.7,0.271,101.1,0.307,0.33,0.513,50,46.3,8.2,10.7,0.481,14,26.9,0.214,64
326,Vermont NCAA,35,29,6,0.829,6.67,-3.27,16,0,16,1,11,3,2571,2174,65.4,112.3,0.341,0.325,0.58,52.8,50.5,8.7,11.4,0.554,15,30.3,0.239,95,0.26,0.311,0.505,47.2,44.7,8.1,7.4,0.475,17.4,26.7,0.183,64
327,Villanova NCAA,36,32,4,0.889,23.8,9.28,15,3,14,1,9,2,2779,2256,65.6,117.6,0.35,0.433,0.612,53,52.3,11,9,0.575,15,30,0.276,95.5,0.221,0.4,0.506,47,57,7.8,6.6,0.481,17.6,27.4,0.155,32
328,Virginia NCAA,34,23,11,0.676,20.63,10.93,11,7,12,4,7,5,2246,1916,60.3,107.9,0.26,0.33,0.548,52.3,56.4,9.1,13.9,0.524,13.7,28.2,0.184,92.1,0.338,0.398,0.499,47.7,50.6,8.1,7.5,0.461,18.4,24.3,0.237,32
329,Virginia Commonwealth NCAA,35,26,9,0.743,11.57,3.77,14,4,15,1,7,4,2616,2343,69,106.8,0.364,0.294,0.544,51.8,55.6,10.7,10.6,0.51,15.3,31.2,0.257,95.6,0.409,0.315,0.517,48.2,46.4,7.8,8.9,0.475,18.5,27.3,0.285,64
331,Virginia Tech NCAA,33,22,11,0.667,12.77,8.38,10,8,15,2,4,6,2610,2465,69.8,112.5,0.409,0.397,0.603,48.2,56,5.6,7,0.569,15.5,23.4,0.301,106.3,0.273,0.359,0.538,51.8,49.9,7.7,11.8,0.51,14.3,30.2,0.196,64
333,Wake Forest NCAA,33,19,14,0.576,14.19,9.8,9,9,11,3,5,8,2733,2588,71.7,115.5,0.407,0.357,0.586,51.9,55.5,7.7,10.1,0.541,14.3,30.7,0.317,109.3,0.38,0.388,0.563,48.1,52.7,8.4,9.9,0.527,14.3,27.5,0.275,68
337,West Virginia NCAA,37,28,9,0.757,24.45,9.67,12,6,16,2,6,4,3014,2467,71.4,112.2,0.389,0.325,0.545,52.1,57.3,13.8,14.2,0.513,14.1,37.7,0.266,91.8,0.425,0.363,0.527,47.9,53.5,7.8,9,0.488,24,31.5,0.29,16
342,Wichita State NCAA,36,31,5,0.861,21.24,2.96,17,1,16,1,9,1,2916,2246,69.4,116.7,0.401,0.364,0.579,56.1,59.1,9.4,11.4,0.543,13.9,34.3,0.294,89.9,0.359,0.388,0.48,43.9,49.5,7.6,8.9,0.437,17.2,23.6,0.249,32
344,Winthrop NCAA,33,26,7,0.788,1.34,-6.12,15,3,13,3,12,3,2615,2322,71.5,108.3,0.37,0.429,0.568,50.3,47.5,8.9,13.1,0.535,15.7,27.1,0.266,96.2,0.335,0.352,0.503,49.7,40.8,8.2,9.7,0.463,16.7,28.1,0.242,64
345,Wisconsin NCAA,37,27,10,0.73,19.4,9.4,12,6,15,2,5,5,2678,2308,64.5,110.7,0.329,0.369,0.542,54.7,51.9,10.3,9.8,0.521,14.3,35.7,0.212,95.4,0.281,0.335,0.511,45.3,45.6,8.1,8.5,0.476,17.3,25.4,0.207,16
349,Xavier NCAA,38,24,14,0.632,14.8,11.51,9,9,12,4,4,8,2836,2711,68.2,109.1,0.411,0.361,0.552,54.4,57.1,8.8,7.7,0.519,15.7,34.5,0.283,104.2,0.334,0.395,0.546,45.6,55,9.3,10.4,0.516,15.5,25.5,0.233,8
