Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Seeding,Placing
100,Georgia State NCAA,low,medium,medium,medium,low,med-low,medium,medium,med-low,low,medium,med-high,medium,med-high,high,med-low,med-high,high,medium,low,low,high,high,med-high,med-low,low,medium,high,medium,high,med-high,high,high,low,med-high,med-high,med-high,high,medium,high,64
102,Gonzaga NCAA,high,high,low,high,high,medium,high,low,high,low,med-high,low,high,med-high,high,high,med-high,med-low,high,high,med-high,med-high,high,high,low,medium,high,low,low,low,low,low,low,low,low,low,medium,med-low,low,low,8
113,Houston NCAA,high,high,low,high,high,medium,high,low,high,low,high,low,high,med-low,med-low,med-high,med-low,med-high,med-low,high,med-high,medium,med-high,med-low,low,high,med-low,low,high,med-high,low,low,med-low,med-low,low,low,med-low,med-low,high,low,16
124,Iona NCAA,low,low,high,low,low,low,med-low,medium,low,med-high,low,high,med-low,high,high,med-low,high,high,medium,low,low,medium,low,medium,medium,low,high,high,med-low,high,high,high,high,low,high,high,med-low,high,med-low,high,64
125,Iowa NCAA,medium,med-low,med-high,med-low,medium,med-high,low,high,medium,high,low,med-high,med-high,high,med-high,medium,high,medium,med-high,med-low,high,low,med-low,medium,medium,medium,high,high,med-low,med-high,high,med-high,high,high,med-low,high,med-low,med-high,med-low,medium,32
126,Iowa State NCAA,medium,med-low,med-high,med-low,med-high,med-high,low,high,low,high,low,med-high,med-high,medium,medium,med-high,med-low,medium,med-high,med-low,medium,med-high,med-high,med-high,low,med-low,med-low,med-high,low,medium,medium,med-high,med-low,low,low,medium,med-low,high,low,med-low,64
132,Kansas NCAA,med-high,medium,medium,medium,high,high,med-low,medium,high,low,low,high,med-high,high,med-high,med-low,med-low,low,medium,medium,low,medium,medium,medium,high,medium,med-low,medium,med-low,med-high,med-low,medium,med-high,high,medium,medium,med-low,medium,low,low,32
134,Kansas State NCAA,low,medium,med-low,medium,med-high,med-high,medium,med-low,med-low,med-low,medium,medium,low,low,low,low,med-low,medium,low,med-low,high,high,low,low,medium,med-low,low,low,medium,high,medium,med-high,high,high,med-low,medium,high,med-low,medium,med-low,64
137,Kentucky NCAA,high,high,low,med-high,high,high,med-high,med-low,high,low,medium,low,high,medium,med-low,med-high,high,low,med-high,high,med-low,med-low,med-high,medium,med-high,high,high,med-low,low,medium,med-low,low,med-low,med-high,med-low,med-low,med-low,med-low,low,low,8
142,Liberty NCAA,med-high,med-high,low,med-high,med-low,low,medium,low,high,low,high,low,medium,low,low,high,low,high,high,medium,med-high,medium,low,high,medium,low,low,low,medium,med-low,med-low,medium,med-low,medium,medium,medium,high,med-low,medium,med-high,32
149,Louisiana State NCAA,medium,med-high,low,med-high,med-high,med-high,high,low,medium,med-low,med-high,low,high,high,med-high,med-high,high,low,med-low,med-high,low,high,med-high,med-low,medium,high,high,med-high,med-high,med-high,med-high,med-low,low,med-high,med-low,med-high,med-high,high,medium,low,16
152,Louisville NCAA,low,low,high,low,med-high,high,low,med-high,medium,high,low,med-high,med-low,medium,medium,med-low,med-high,high,med-low,medium,medium,low,low,med-low,medium,med-low,high,medium,medium,med-low,med-low,medium,med-low,medium,high,med-low,low,med-low,medium,med-low,64
159,Marquette NCAA,low,medium,medium,medium,med-high,medium,med-low,medium,high,med-high,med-low,med-low,medium,medium,high,medium,med-high,med-high,med-high,med-high,med-low,low,medium,medium,high,med-low,med-high,medium,high,med-low,med-low,med-low,medium,high,medium,med-low,low,med-low,med-high,med-low,64
161,Maryland NCAA,low,med-low,medium,med-low,med-high,med-high,medium,med-high,medium,med-high,med-low,medium,low,med-low,med-low,med-low,medium,med-low,med-low,high,med-low,low,med-high,med-low,high,high,medium,medium,low,medium,low,low,med-high,high,med-high,low,low,med-low,med-low,med-low,32
171,Michigan NCAA,high,high,low,med-high,high,high,med-high,medium,high,low,medium,med-low,medium,low,low,med-low,low,medium,med-low,med-low,med-high,medium,medium,med-low,low,low,low,low,low,low,low,med-high,med-low,low,med-high,low,med-low,low,low,low,16
172,Michigan State NCAA,high,high,low,high,high,high,high,med-low,medium,low,medium,med-low,high,high,medium,high,medium,medium,high,high,high,low,high,med-high,med-high,med-high,med-high,med-low,med-low,med-low,low,low,med-high,high,medium,low,low,med-low,low,low,4
175,Minnesota NCAA,med-high,med-low,high,low,medium,high,low,high,medium,med-high,low,high,med-low,med-high,medium,low,high,low,low,medium,high,low,med-low,low,med-low,med-high,high,high,med-low,low,med-high,medium,medium,medium,high,med-high,low,med-high,med-low,medium,32
176,Mississippi NCAA,low,low,med-high,low,medium,medium,low,med-high,low,high,med-low,medium,med-low,medium,med-high,medium,med-low,medium,medium,med-low,medium,med-high,med-low,medium,med-high,medium,medium,high,med-high,low,high,med-high,high,med-high,med-high,high,med-high,med-high,med-high,med-low,64
177,Mississippi State NCAA,low,med-low,medium,med-low,med-high,med-high,low,med-high,medium,med-high,low,medium,medium,medium,medium,med-high,medium,medium,med-high,med-high,med-low,high,high,med-high,high,high,medium,high,medium,med-low,high,med-low,medium,medium,high,high,medium,med-high,med-high,medium,64
182,Montana NCAA,medium,medium,med-low,medium,low,low,high,med-low,low,med-low,med-high,medium,med-high,medium,medium,medium,med-low,medium,high,medium,med-low,medium,med-low,high,medium,med-low,low,med-high,high,med-low,high,medium,low,med-low,med-low,med-high,med-high,low,high,high,64
187,Murray State NCAA,low,med-high,low,high,med-low,low,high,low,medium,low,high,low,med-high,med-low,high,high,medium,med-low,high,medium,high,med-high,medium,high,med-low,med-high,medium,med-low,low,med-low,low,medium,low,medium,medium,low,medium,high,med-low,med-high,32
191,Nevada NCAA,low,med-high,low,high,med-high,med-low,med-high,med-low,medium,low,med-high,low,med-high,med-low,high,high,high,med-high,med-high,medium,medium,med-low,medium,med-high,low,med-low,high,med-low,med-low,med-high,med-low,medium,medium,low,low,med-low,medium,med-low,low,med-low,64
195,New Mexico State NCAA,medium,high,low,high,med-low,low,med-high,low,high,low,high,low,med-high,med-low,medium,high,medium,high,medium,high,medium,low,low,med-high,med-low,high,med-low,low,med-high,med-high,medium,low,low,low,low,medium,med-high,low,medium,med-high,64
202,North Carolina NCAA,med-high,med-high,low,med-high,high,high,high,low,medium,med-low,high,low,high,high,high,med-high,med-low,med-low,medium,high,high,medium,med-low,medium,med-low,high,med-low,medium,med-low,high,medium,low,med-high,med-high,high,med-high,medium,low,med-low,low,16
204,North Carolina Central NCAA,low,low,high,low,low,low,low,medium,low,med-low,low,high,low,med-low,medium,low,medium,med-low,med-low,high,high,med-low,low,med-low,high,high,medium,medium,medium,low,medium,low,med-high,medium,med-high,med-high,medium,med-low,medium,high,68
206,North Dakota State NCAA,medium,low,high,low,low,med-low,low,med-high,low,med-high,low,high,med-low,high,med-low,medium,med-low,high,med-high,low,low,low,low,med-high,med-low,low,med-high,high,low,low,high,high,low,low,med-high,high,low,low,med-low,high,64
209,Northeastern NCAA,low,med-low,medium,med-low,low,med-low,medium,med-low,low,med-low,medium,med-high,medium,med-high,med-low,med-high,medium,high,high,low,med-high,medium,low,high,medium,low,med-high,high,med-low,med-low,high,high,low,med-low,low,high,low,low,med-low,med-high,64
214,Northern Kentucky NCAA,medium,medium,med-low,medium,low,low,medium,medium,high,low,medium,med-high,med-high,med-high,med-high,med-high,med-high,med-high,med-high,med-high,high,med-low,medium,high,med-high,medium,medium,medium,high,medium,medium,med-low,medium,medium,high,medium,medium,med-low,high,high,64
220,Ohio State NCAA,medium,low,high,low,medium,high,low,high,low,high,low,med-high,low,medium,med-low,low,medium,med-high,med-low,med-low,high,med-low,low,low,high,med-low,med-high,med-high,medium,med-low,med-high,med-high,medium,high,medium,medium,med-low,med-low,med-high,medium,32
221,Oklahoma NCAA,low,low,high,low,med-high,high,low,high,low,high,low,med-high,low,medium,med-high,low,med-low,low,low,med-low,low,med-low,low,low,med-low,low,med-low,medium,low,med-high,med-low,med-high,med-low,high,med-high,med-low,low,medium,low,medium,32
223,Old Dominion NCAA,medium,medium,med-low,medium,low,med-low,medium,medium,medium,med-low,medium,med-low,low,low,low,low,low,med-low,low,med-high,medium,med-low,high,low,med-low,med-high,low,low,medium,med-high,low,med-low,med-high,low,low,low,medium,low,medium,high,64
226,Oregon NCAA,high,medium,med-high,med-low,medium,medium,low,med-high,med-low,high,low,med-high,medium,medium,low,med-low,low,medium,med-low,med-low,med-low,high,high,med-low,medium,med-low,low,med-low,med-high,high,med-low,med-high,high,med-low,med-low,med-low,high,med-high,med-high,med-high,16
235,Prairie View NCAA,medium,med-low,med-high,med-low,low,low,high,low,low,low,med-high,high,medium,high,high,low,high,low,low,low,low,high,low,low,medium,medium,high,med-high,high,med-low,high,high,medium,low,high,high,high,high,high,high,68
239,Purdue NCAA,med-high,medium,medium,medium,high,high,high,med-low,medium,low,med-low,med-high,med-high,med-high,low,high,low,high,medium,med-high,medium,medium,med-high,med-high,low,high,low,med-high,medium,high,med-high,med-low,med-high,low,high,med-high,medium,medium,med-high,low,8
253,Saint Louis NCAA,med-high,med-low,med-high,med-low,med-low,med-low,low,med-high,medium,med-low,low,high,low,med-low,med-low,low,high,low,low,high,medium,med-high,med-high,low,med-high,high,medium,med-low,med-high,med-low,med-low,low,high,med-high,high,med-low,medium,low,med-high,med-high,64
254,Saint Mary's (CA) NCAA,low,med-low,med-high,med-low,medium,medium,med-low,medium,medium,med-high,low,medium,med-low,low,low,med-high,low,med-low,medium,high,low,medium,low,med-high,med-low,med-high,low,med-high,med-low,low,med-high,low,low,low,medium,med-high,low,low,medium,med-high,64
265,Seton Hall NCAA,low,low,high,low,med-low,med-high,low,high,low,high,low,high,med-low,med-high,med-high,low,med-high,med-low,low,med-low,med-low,med-high,medium,low,medium,medium,medium,high,med-high,med-high,high,med-high,med-high,med-low,high,med-high,med-high,med-high,med-high,medium,64
285,St. John's (NY) NCAA,low,low,med-high,med-low,med-low,medium,low,high,med-low,high,low,med-high,medium,high,high,med-low,low,medium,med-low,low,low,high,med-low,med-low,low,low,low,high,high,high,high,high,med-high,low,low,high,high,med-high,high,med-high,68
290,Syracuse NCAA,low,low,high,low,medium,med-high,low,med-high,med-low,high,med-low,med-low,low,med-low,med-low,low,high,med-high,low,low,med-low,high,high,low,med-high,medium,med-high,medium,med-high,high,medium,high,high,high,med-high,medium,high,high,high,medium,64
292,Temple NCAA,low,med-low,medium,medium,med-low,medium,medium,medium,med-low,med-low,medium,medium,med-low,medium,med-high,med-low,med-low,medium,low,low,med-high,high,low,low,low,low,medium,med-high,med-high,medium,high,high,medium,low,low,high,med-high,med-high,med-high,med-high,68
293,Tennessee NCAA,high,high,low,high,high,med-high,med-high,med-low,high,low,medium,low,high,high,med-high,high,medium,low,high,medium,high,low,high,high,low,med-high,med-high,medium,med-high,med-high,med-low,medium,medium,med-high,low,med-low,med-low,med-high,medium,low,16
302,Texas Tech NCAA,high,high,low,high,high,med-high,medium,med-low,high,low,med-low,low,high,med-low,medium,med-low,medium,med-low,medium,med-low,med-low,med-high,high,medium,med-high,low,medium,low,high,med-high,low,med-high,med-low,high,low,low,high,medium,high,low,2
312,UC Irvine NCAA,high,high,low,high,med-low,med-low,med-high,low,low,med-low,high,low,med-high,medium,low,medium,low,low,med-low,high,low,low,medium,med-low,medium,high,low,med-low,med-high,low,low,low,low,med-low,low,low,low,medium,med-high,med-high,32
315,UCF NCAA,low,medium,med-low,medium,medium,medium,medium,medium,medium,med-low,low,medium,low,low,med-low,med-low,high,med-low,medium,medium,medium,low,med-high,medium,med-high,med-low,high,med-low,med-low,medium,low,medium,med-high,medium,med-low,low,low,med-high,low,medium,32
322,Utah State NCAA,medium,med-high,low,med-high,medium,med-low,med-high,med-low,medium,low,med-high,med-low,med-high,medium,med-high,med-high,high,medium,med-high,high,high,med-low,med-high,med-high,med-high,med-high,high,med-low,med-high,medium,med-low,low,medium,med-high,med-high,med-low,med-low,low,med-high,medium,64
328,Vermont NCAA,low,med-high,low,med-high,med-low,low,medium,low,high,med-low,high,med-low,med-low,low,med-low,medium,med-high,med-high,medium,med-high,low,low,med-high,medium,med-low,med-low,high,low,low,med-low,medium,med-low,med-low,medium,medium,medium,med-high,low,med-low,med-high,64
329,Villanova NCAA,med-high,medium,medium,medium,medium,medium,medium,medium,med-low,med-low,low,med-high,medium,med-high,low,med-high,med-high,high,medium,medium,med-high,low,med-low,medium,med-low,medium,med-high,high,med-low,medium,med-high,medium,high,med-low,medium,high,med-low,medium,med-low,med-low,32
330,Virginia NCAA,high,high,low,high,high,med-high,high,low,medium,low,high,low,med-high,low,low,high,low,medium,high,med-high,med-high,medium,med-high,med-high,low,medium,low,low,low,high,low,med-low,low,med-low,medium,low,med-low,med-low,low,low,1
331,Virginia Commonwealth NCAA,low,medium,med-low,med-high,med-low,med-low,high,low,high,low,medium,med-low,low,low,med-high,low,med-high,med-high,low,med-low,med-high,high,med-high,low,high,med-high,med-high,low,high,low,low,med-high,medium,high,med-low,low,high,high,high,medium,64
333,Virginia Tech NCAA,medium,medium,med-low,medium,high,medium,med-low,medium,medium,med-low,low,medium,medium,low,low,high,med-low,high,high,medium,high,med-high,med-low,high,medium,medium,medium,med-low,low,high,medium,medium,high,low,med-high,med-high,high,medium,low,med-low,16
336,Washington NCAA,med-high,med-high,med-low,med-high,medium,medium,med-high,med-low,medium,low,medium,med-low,med-low,medium,medium,low,med-high,medium,med-low,low,low,high,high,med-low,high,med-low,medium,medium,med-high,low,medium,high,high,med-high,med-low,med-low,high,high,med-high,medium,32
347,Wisconsin NCAA,low,med-low,medium,med-low,med-high,high,medium,medium,low,med-high,medium,medium,low,low,low,low,low,low,low,low,low,low,medium,med-low,low,low,low,low,low,low,low,high,low,med-low,high,low,low,medium,low,med-low,64
348,Wofford NCAA,medium,high,low,high,medium,med-low,high,low,medium,low,high,low,high,med-low,medium,high,low,high,high,high,med-low,medium,med-low,high,low,med-high,low,med-low,medium,med-high,med-high,low,med-low,med-low,low,med-high,med-high,low,medium,medium,32
352,Yale NCAA,low,med-low,med-low,medium,med-low,med-low,low,med-low,low,med-low,medium,medium,low,low,high,medium,med-low,med-low,high,med-high,med-high,low,medium,high,med-high,low,med-low,med-high,medium,medium,med-low,med-low,med-low,high,med-low,med-low,low,low,medium,high,64
