Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
119,Illinois NCAA,low,low,medium,medium,high,high,high,medium,low,medium,medium,low,medium,medium,medium,medium,medium,high,medium,high,high,low,low,medium,medium,high,medium,medium,medium,low,low,low,low,high,medium,low,low,medium,medium,32
123,Indiana NCAA,medium,low,high,low,medium,medium,low,high,medium,high,low,high,medium,medium,medium,low,high,low,low,low,high,low,high,low,medium,low,medium,medium,high,high,medium,medium,medium,high,low,low,medium,low,high,64
126,Iowa NCAA,high,medium,medium,medium,high,medium,low,high,high,medium,low,medium,high,high,high,high,medium,high,high,low,medium,medium,medium,high,low,medium,medium,high,medium,medium,high,high,high,low,low,high,medium,high,medium,64
127,Iowa State NCAA,medium,low,high,low,medium,high,low,high,medium,high,low,medium,low,medium,medium,low,low,medium,low,low,high,high,medium,low,high,low,low,low,high,medium,high,high,high,high,high,medium,high,high,high,16
131,Jacksonville State NCAA,low,low,medium,low,low,low,medium,low,low,high,high,medium,low,low,low,medium,medium,high,high,medium,high,medium,low,high,high,low,low,high,low,high,high,medium,high,medium,medium,medium,low,medium,low,64
133,Kansas NCAA,high,high,low,high,high,high,medium,low,high,low,low,low,high,high,high,high,medium,low,high,medium,medium,medium,medium,high,medium,high,medium,medium,medium,low,low,low,medium,medium,low,low,medium,high,medium,1
138,Kentucky NCAA,low,medium,low,medium,high,medium,medium,low,high,low,low,medium,high,medium,high,high,low,low,medium,high,medium,medium,medium,medium,low,high,low,medium,low,medium,low,low,low,low,low,low,medium,low,low,64
148,Longwood NCAA,low,medium,low,high,low,low,high,low,high,low,medium,medium,medium,low,medium,high,high,medium,medium,high,medium,high,low,medium,medium,high,high,medium,low,high,high,low,medium,low,high,high,high,low,medium,64
150,Louisiana State NCAA,low,low,high,low,high,high,low,high,high,medium,low,high,medium,low,high,low,high,low,low,low,low,high,high,low,high,high,high,low,high,high,low,high,high,high,medium,low,high,high,high,64
154,Loyola (IL) NCAA,low,medium,low,medium,medium,low,medium,medium,low,medium,medium,low,low,low,low,medium,medium,high,high,medium,high,medium,low,high,high,low,medium,low,medium,high,medium,medium,low,low,high,low,high,low,medium,64
160,Marquette NCAA,low,low,high,low,medium,high,low,high,low,medium,low,high,low,medium,high,low,low,high,medium,low,high,high,high,medium,medium,low,low,high,high,medium,medium,high,high,high,high,medium,medium,high,medium,64
168,Memphis NCAA,low,low,medium,medium,high,medium,medium,medium,low,medium,low,medium,medium,medium,high,low,high,low,medium,high,high,high,high,medium,high,high,high,medium,high,high,medium,low,high,high,medium,low,high,high,high,32
171,Miami (FL) NCAA,high,medium,medium,medium,medium,medium,medium,medium,low,high,high,low,high,high,medium,medium,low,medium,high,low,medium,high,low,high,low,low,low,high,low,high,high,high,high,low,high,high,high,high,low,8
173,Michigan NCAA,low,low,high,low,medium,high,low,high,low,high,low,high,medium,high,medium,medium,low,low,medium,high,medium,low,low,medium,medium,medium,medium,high,low,low,high,low,low,low,medium,high,low,low,medium,16
174,Michigan State NCAA,high,low,high,low,medium,high,low,high,low,medium,low,medium,medium,high,medium,medium,medium,low,medium,medium,high,low,high,medium,high,medium,medium,high,medium,medium,medium,medium,medium,medium,medium,medium,low,medium,medium,32
185,Montana State NCAA,medium,medium,low,medium,low,low,high,low,low,low,high,medium,high,high,high,medium,high,medium,high,medium,low,low,medium,high,high,low,high,high,high,low,high,medium,low,medium,low,high,medium,low,high,64
189,Murray State NCAA,low,high,low,high,low,low,high,low,high,low,high,low,high,low,medium,high,medium,medium,high,high,low,high,medium,high,low,high,medium,low,medium,high,low,low,low,low,high,medium,high,low,low,32
197,New Mexico State NCAA,low,medium,low,high,low,low,medium,low,low,medium,high,low,medium,medium,medium,low,high,high,medium,high,medium,low,high,medium,high,high,medium,low,medium,high,low,low,medium,high,low,low,low,low,medium,32
202,Norfolk State NCAA,low,medium,low,high,low,low,low,low,low,low,medium,medium,low,low,high,low,high,medium,medium,medium,low,medium,medium,medium,high,medium,high,low,high,high,low,low,high,low,medium,low,medium,medium,high,64
204,North Carolina NCAA,high,high,medium,medium,high,high,high,medium,high,medium,medium,low,high,high,high,medium,medium,medium,medium,high,medium,low,medium,medium,low,medium,medium,high,low,medium,medium,low,medium,medium,high,high,low,low,low,2
219,Notre Dame NCAA,medium,medium,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium,high,low,medium,low,high,high,low,medium,low,low,high,low,low,low,high,low,low,medium,high,low,medium,high,high,low,low,low,32
222,Ohio State NCAA,low,low,high,low,medium,high,low,high,low,medium,low,medium,low,low,low,high,high,high,high,medium,low,low,high,high,medium,low,high,high,medium,medium,medium,medium,medium,medium,low,medium,low,high,high,32
240,Providence NCAA,low,medium,low,high,medium,medium,medium,low,high,low,medium,low,low,medium,low,medium,high,medium,medium,medium,medium,low,medium,low,medium,medium,high,medium,medium,medium,low,medium,low,medium,high,low,low,medium,medium,16
241,Purdue NCAA,high,high,low,high,high,high,medium,medium,high,low,low,medium,high,high,low,high,high,high,high,high,high,low,medium,high,medium,high,high,high,low,high,high,low,high,medium,low,high,low,low,low,16
247,Richmond NCAA,high,medium,high,low,low,medium,low,high,low,high,medium,medium,medium,high,medium,low,medium,high,medium,low,high,high,low,medium,low,low,medium,high,low,medium,high,high,medium,low,high,high,medium,medium,low,32
250,Rutgers NCAA,low,low,high,low,low,medium,low,high,medium,medium,low,high,low,low,low,low,low,low,low,low,high,high,high,low,medium,medium,low,high,medium,high,high,high,high,medium,low,high,medium,medium,medium,68
256,Saint Mary's (CA) NCAA,low,medium,low,medium,high,medium,low,low,high,low,low,low,low,low,low,medium,low,medium,medium,medium,medium,high,low,medium,medium,low,low,low,low,low,medium,low,low,medium,medium,medium,high,low,low,32
257,Saint Peter's NCAA,low,low,high,low,low,low,medium,medium,low,high,medium,high,low,low,low,low,high,low,low,low,medium,medium,high,low,high,medium,high,low,high,medium,low,high,high,high,high,low,high,high,high,8
261,San Diego State NCAA,low,low,medium,medium,medium,medium,medium,low,medium,low,low,medium,low,low,low,low,medium,low,low,low,low,high,high,low,high,low,low,low,high,medium,low,high,medium,medium,low,low,high,medium,medium,64
262,San Francisco NCAA,low,medium,medium,medium,medium,medium,low,medium,medium,high,medium,low,high,medium,high,medium,low,high,medium,medium,low,high,medium,high,medium,medium,low,medium,high,low,medium,low,low,low,medium,medium,medium,low,high,64
266,Seton Hall NCAA,low,low,medium,low,medium,high,low,high,low,medium,low,medium,low,low,high,low,medium,medium,low,low,low,medium,high,low,medium,medium,medium,medium,medium,low,low,medium,medium,medium,high,low,medium,high,medium,64
273,South Dakota State NCAA,medium,high,low,high,low,low,high,low,medium,low,high,low,high,high,high,high,high,low,high,medium,low,low,low,high,low,low,high,high,low,high,high,medium,low,low,low,high,low,low,low,64
278,Southern California NCAA,low,medium,low,medium,medium,medium,medium,medium,low,medium,high,low,medium,medium,medium,medium,medium,low,low,high,medium,low,medium,medium,medium,high,low,medium,medium,low,low,low,medium,high,medium,low,low,medium,medium,64
294,TCU NCAA,low,low,high,low,medium,high,low,high,low,high,low,medium,low,medium,medium,low,medium,low,low,high,medium,medium,medium,low,high,high,low,medium,medium,low,medium,low,high,high,medium,medium,medium,medium,medium,32
296,Tennessee NCAA,medium,medium,low,medium,high,high,medium,low,high,low,low,medium,medium,medium,medium,medium,low,high,low,medium,high,high,high,low,medium,medium,low,low,high,high,medium,medium,high,high,low,low,high,medium,high,32
300,Texas NCAA,low,low,high,low,high,high,low,high,high,medium,low,high,low,low,low,low,medium,medium,low,low,medium,high,medium,low,medium,medium,medium,low,high,low,medium,high,low,medium,high,medium,high,high,high,32
302,Texas A&M-Corpus Christi NCAA,medium,low,high,low,low,low,low,high,low,high,medium,medium,high,high,high,low,high,low,low,medium,high,high,low,low,high,high,high,medium,high,high,high,medium,high,medium,high,high,high,medium,high,68
303,Texas Southern NCAA,low,low,high,low,low,low,medium,medium,low,medium,medium,high,low,low,high,low,high,low,low,medium,low,low,high,low,high,high,medium,low,high,low,low,medium,medium,high,low,low,low,medium,high,64
305,Texas Tech NCAA,high,medium,medium,medium,high,high,low,medium,high,low,low,high,high,medium,medium,medium,high,low,medium,high,medium,high,high,medium,high,high,high,low,high,high,low,low,high,high,low,low,high,medium,high,16
313,UAB NCAA,medium,medium,low,medium,medium,low,medium,low,high,medium,medium,low,high,high,high,high,low,low,medium,medium,low,high,medium,medium,low,high,low,low,high,medium,medium,medium,low,low,medium,medium,high,medium,high,64
320,UCLA NCAA,medium,medium,low,medium,high,high,high,medium,medium,low,medium,low,high,medium,low,high,low,low,low,medium,low,medium,medium,low,low,medium,medium,medium,medium,medium,medium,medium,medium,low,low,medium,high,medium,medium,16
333,Vermont NCAA,low,high,low,high,low,low,high,low,high,low,high,low,medium,low,low,high,low,high,high,high,high,low,low,high,low,low,low,low,low,medium,low,low,low,low,medium,medium,low,low,low,64
334,Villanova NCAA,high,high,low,high,high,high,high,low,low,low,medium,medium,high,high,low,high,low,high,medium,low,low,medium,low,medium,low,medium,high,medium,low,high,medium,high,medium,low,high,medium,medium,high,low,4
338,Virginia Tech NCAA,high,low,high,low,medium,medium,low,high,low,high,medium,medium,medium,medium,low,high,low,high,high,low,high,low,low,high,medium,low,low,medium,low,medium,high,high,medium,high,high,high,medium,medium,medium,64
352,Wisconsin NCAA,low,medium,low,medium,medium,high,high,medium,low,high,high,low,low,medium,medium,low,medium,medium,low,low,low,low,low,low,low,low,high,medium,medium,low,high,high,medium,low,medium,high,low,low,medium,32
354,Wright State NCAA,high,low,high,low,low,low,high,high,low,medium,medium,high,high,high,high,medium,medium,low,medium,low,low,low,low,medium,medium,medium,high,high,low,low,high,high,low,high,low,high,medium,high,low,64
355,Wyoming NCAA,low,medium,medium,medium,low,medium,medium,medium,medium,low,medium,medium,medium,medium,low,medium,high,high,high,medium,low,low,low,medium,medium,low,high,medium,low,medium,medium,medium,low,low,medium,medium,low,low,low,68
357,Yale NCAA,low,low,high,low,low,low,low,low,low,medium,low,medium,low,low,high,low,medium,medium,low,low,low,medium,low,low,high,low,medium,medium,high,high,high,high,medium,high,high,high,medium,medium,high,64
