Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Seeding,Placing
79,Eastern Washington NCAA,35,26,9,0.743,0.79,-3.84,14,4,13,2,11,6,2820,2588,68.3,117.1,0.352,0.421,0.591,50,46.5,9.1,13,0.562,13.6,29.9,0.255,107.5,0.354,0.36,0.554,50,57.4,8,11.2,0.52,15.6,30.4,0.253,53,64
96,Georgetown NCAA,33,22,11,0.667,15.48,9.81,12,6,13,3,5,4,2340,2153,64.6,108.1,0.439,0.325,0.552,52.2,53.4,11.6,14.1,0.513,16.4,34.3,0.309,99.5,0.441,0.354,0.519,47.8,52.4,9.2,10.2,0.471,17.4,31,0.313,16,32
97,Georgia NCAA,33,21,12,0.636,12.42,8.6,11,7,12,4,8,4,2250,2124,64.9,102.8,0.477,0.311,0.53,53,55,8.4,12.4,0.485,16.5,32.2,0.331,97,0.343,0.353,0.485,47,47.6,9.2,10.5,0.444,14.3,28.5,0.24,40,64
99,Georgia State NCAA,35,25,10,0.714,5.47,-2.03,15,5,12,1,8,8,2499,2184,64.3,109.8,0.383,0.278,0.563,48.9,53.1,14.1,13.5,0.527,14.2,30,0.277,96,0.395,0.42,0.504,51.1,62.6,7,6,0.457,19.8,34.4,0.282,55,32
101,Gonzaga NCAA,38,35,3,0.921,21.12,5.12,17,1,15,1,11,1,2989,2343,65.2,120.3,0.387,0.317,0.606,55.5,57.2,9.1,8.4,0.584,13.9,34.1,0.267,94.3,0.31,0.305,0.474,44.5,43.8,8.5,6.3,0.441,14.8,27.7,0.206,7,8
105,Hampton NCAA,35,17,18,0.486,-8.25,-7.08,8,8,6,5,5,12,2346,2387,69.5,96.1,0.438,0.326,0.496,50.1,46.7,9.6,10.5,0.456,17.3,31.8,0.286,97.7,0.455,0.302,0.51,49.9,45.9,7.8,10,0.464,17.3,30.9,0.312,68,64
107,Harvard NCAA,30,22,8,0.733,4.47,-0.25,12,3,12,2,9,4,1926,1727,61.2,103.2,0.393,0.266,0.524,52.5,57.2,11.4,13.1,0.481,16,32.7,0.283,92.6,0.327,0.324,0.492,47.5,52.3,8.4,7.7,0.458,18,28.3,0.221,52,64
121,Indiana NCAA,34,20,14,0.588,12.94,7.2,9,9,15,4,3,6,2633,2438,66.9,115.3,0.327,0.395,0.573,52.2,51.2,7.4,7.8,0.544,14.6,35.2,0.235,106.7,0.328,0.304,0.531,47.8,47.6,9.1,12.1,0.503,13.7,31.4,0.223,37,64
124,Iowa NCAA,34,22,12,0.647,15.83,8.39,12,6,14,4,7,4,2372,2119,64.5,107.4,0.38,0.302,0.527,52.9,58.7,9.9,13.1,0.481,14.4,35.6,0.282,96,0.291,0.366,0.489,47.1,54.5,9.1,9.1,0.456,16.1,30.3,0.202,27,32
125,Iowa State NCAA,34,25,9,0.735,17.94,9.15,12,6,15,1,6,5,2645,2346,69.8,111.4,0.365,0.368,0.571,50.5,58.1,9.2,9.7,0.543,13.9,28.3,0.254,98.8,0.24,0.344,0.506,49.5,55.7,8.1,9.1,0.476,16,29.6,0.176,9,64
131,Kansas NCAA,36,27,9,0.75,18.47,12.13,13,5,15,0,5,6,2561,2333,66.7,106.3,0.426,0.284,0.539,52.6,54.7,9.8,12.3,0.494,16.3,34.9,0.309,96.8,0.338,0.32,0.482,47.4,48.7,9.8,12.7,0.446,14.8,31.6,0.227,8,32
136,Kentucky NCAA,39,38,1,0.974,28.72,8.67,18,0,19,0,10,0,2900,2118,63.7,115.5,0.439,0.271,0.558,54.9,55,10.1,18.2,0.515,13.6,39.5,0.319,84.4,0.318,0.305,0.435,45.1,40.1,7.3,6,0.396,18,31.8,0.209,1,4
138,Lafayette NCAA,33,20,13,0.606,-3.37,-3.12,9,9,11,5,9,7,2426,2409,64.8,112.9,0.305,0.356,0.589,48.3,58.9,8.4,6.9,0.557,15.1,28.4,0.234,112.1,0.271,0.375,0.555,51.7,51.8,9.2,8.9,0.533,14.3,34,0.189,63,64
148,Louisiana State NCAA,33,22,11,0.667,11.39,5.63,11,7,13,4,8,3,2423,2233,69.6,103.1,0.335,0.284,0.533,51.5,57.8,10.2,14,0.503,17.3,33.9,0.229,95,0.294,0.292,0.477,48.5,46.8,11.2,8.8,0.447,16.1,32.9,0.195,35,64
151,Louisville NCAA,36,27,9,0.75,18.12,8.98,12,6,15,4,7,3,2483,2154,65.5,104.5,0.387,0.314,0.512,51.8,47.7,11.9,14.4,0.477,14.4,34.7,0.258,90.7,0.333,0.318,0.475,48.2,55.3,8.7,7.1,0.44,18.2,30.8,0.22,15,64
156,Manhattan NCAA,33,19,14,0.576,-1.34,-3.34,13,7,9,2,5,9,2300,2234,68.2,100.7,0.474,0.366,0.537,48.6,60.8,11.6,7.5,0.494,18.3,30.9,0.328,97.8,0.523,0.272,0.532,51.4,59.8,9.9,11.5,0.481,20.6,33.1,0.365,67,68
160,Maryland NCAA,35,28,7,0.8,13.32,7.63,14,4,18,1,6,4,2417,2218,64.7,106.1,0.445,0.387,0.562,51.1,48.1,7.4,11.9,0.512,16.7,28.9,0.336,97.3,0.281,0.375,0.483,48.9,48.1,8.8,9.6,0.455,14.5,30.5,0.186,14,32
171,Michigan State NCAA,39,27,12,0.692,17.46,10,12,6,12,4,7,4,2773,2482,63,109.7,0.327,0.35,0.55,53.9,63.7,8,12.6,0.532,14.9,33.4,0.207,98.2,0.39,0.338,0.498,46.1,49.1,8.6,7.8,0.449,14.3,27,0.281,25,4
175,Mississippi NCAA,34,21,13,0.618,11.39,7.01,11,7,9,7,8,4,2475,2326,67,107.9,0.361,0.331,0.527,51.8,53.1,9.8,11.3,0.478,13.9,34.8,0.279,101.4,0.412,0.401,0.516,48.2,63.5,7.3,9.1,0.476,16,31.4,0.282,43,64
188,NC State NCAA,36,22,14,0.611,14.11,9.72,10,8,14,6,5,5,2525,2367,64.5,108,0.354,0.322,0.526,52.3,46.4,5.9,13.1,0.493,13.5,34,0.243,101.2,0.347,0.313,0.495,47.7,51.5,8.2,10.1,0.455,12.7,30.1,0.244,31,16
194,New Mexico State NCAA,34,23,11,0.676,3.71,-3.67,13,1,15,2,6,8,2316,2033,62.9,107.4,0.441,0.257,0.548,54.9,50.2,10.2,9.2,0.509,18.2,39.9,0.306,94.3,0.322,0.237,0.497,45.1,49.1,8.6,5.9,0.461,18,30.5,0.223,59,64
200,North Carolina NCAA,38,26,12,0.684,20.63,11.76,11,7,10,5,7,4,2953,2616,69.2,111.6,0.353,0.223,0.548,55.2,60.1,9.5,11.3,0.516,15.1,40,0.247,98.9,0.378,0.368,0.497,44.8,52.4,9.6,8.2,0.454,15.1,31.2,0.265,13,16
204,North Dakota State NCAA,33,23,10,0.697,-1.72,-3.63,12,4,14,0,5,8,2141,2057,61.9,103.7,0.358,0.35,0.534,51.3,42.4,7.6,10.7,0.501,14,25.6,0.248,99.6,0.304,0.335,0.521,48.7,51.3,7.3,7.2,0.483,14.9,23.1,0.225,62,64
205,North Florida NCAA,35,23,12,0.657,-0.82,-5.94,12,2,12,2,9,9,2651,2385,67.7,111.9,0.391,0.424,0.585,50.7,56.4,9,9.9,0.553,16.1,30.1,0.283,100.7,0.328,0.278,0.508,49.3,47,9.7,8.6,0.476,15.3,31.3,0.222,65,68
207,Northeastern NCAA,35,23,12,0.657,2.03,-1.34,12,6,9,3,8,7,2397,2279,63.5,106.7,0.413,0.305,0.581,54.2,59.7,8.1,9.3,0.545,19,30.1,0.3,101.5,0.25,0.287,0.522,45.8,49.9,11.1,9.8,0.498,13.8,25.2,0.172,56,64
211,Northern Iowa NCAA,35,31,4,0.886,12.54,2,16,2,16,0,9,3,2281,1912,57.4,111.9,0.398,0.399,0.593,51.9,53.2,10.2,7.8,0.559,15.9,27,0.292,93.8,0.27,0.379,0.489,48.1,48.5,8.2,2,0.456,16.7,26.9,0.192,20,32
215,Notre Dame NCAA,38,32,6,0.842,19.23,7.02,14,4,17,2,7,2,2963,2499,63.7,120.4,0.367,0.376,0.612,49.8,54.9,10.4,9.1,0.583,12.9,27.9,0.272,101.6,0.241,0.315,0.506,50.2,50,8,7.2,0.479,14.7,32.2,0.172,12,8
218,Ohio State NCAA,35,24,11,0.686,19.68,7.37,11,7,18,2,4,6,2635,2204,66,113.3,0.347,0.319,0.567,51.5,55.4,11.4,14.6,0.542,14.6,33.5,0.236,94.7,0.278,0.377,0.497,48.5,57.5,7.7,7.4,0.464,18.5,32,0.196,39,32
219,Oklahoma NCAA,35,24,11,0.686,18.65,9.94,12,6,14,1,5,6,2501,2196,67.4,105.2,0.328,0.338,0.532,51.1,48.6,10,12.9,0.493,15.1,31.5,0.243,92.4,0.284,0.345,0.47,48.9,49.4,9.4,9.7,0.441,16.7,31.4,0.186,11,16
220,Oklahoma State NCAA,32,18,14,0.563,12.95,9.63,8,10,12,4,3,8,2160,2011,64.6,103.6,0.387,0.388,0.547,48.6,49.9,12.1,13.7,0.507,16.6,27.8,0.281,96.5,0.417,0.322,0.502,51.4,52.4,9.3,11,0.458,17.9,31.9,0.286,34,64
224,Oregon NCAA,36,26,10,0.722,11.43,7.65,13,5,17,2,6,4,2713,2550,68,109.3,0.286,0.339,0.557,50.9,51.2,8.3,11,0.524,14.7,30.8,0.217,102.7,0.346,0.33,0.513,49.1,47.6,8.1,6.8,0.477,14.2,31.1,0.241,30,32
236,Providence NCAA,34,22,12,0.647,13.71,9.5,11,7,13,4,5,6,2370,2227,65.7,105.4,0.407,0.289,0.526,52.9,57.2,10.8,13.5,0.484,15.3,35.1,0.287,99,0.393,0.363,0.52,47.1,54.1,8.7,8,0.482,17.1,29,0.271,22,64
237,Purdue NCAA,34,21,13,0.618,12.93,7.64,12,6,14,3,4,6,2375,2195,65,106.4,0.417,0.324,0.539,53.5,61.1,8.3,13.6,0.502,16.8,36.5,0.285,98.3,0.384,0.305,0.497,46.5,51,10.6,8.8,0.454,15.1,30.9,0.266,36,64
245,Robert Morris NCAA,35,20,15,0.571,-3.02,-3.5,12,6,10,6,8,8,2414,2397,66.7,102.6,0.355,0.306,0.536,47.9,50.1,12.8,8.1,0.501,17.2,31,0.252,101.9,0.376,0.364,0.524,52.1,62.2,9.5,9.1,0.493,18.3,35.9,0.248,67,64
257,San Diego State NCAA,36,27,9,0.75,11.81,4.24,14,4,16,1,6,5,2226,1939,60.8,100.7,0.362,0.308,0.496,52.4,47.1,11.2,14.1,0.467,15.4,35.4,0.228,87.7,0.252,0.321,0.465,47.6,46.4,9,10.5,0.433,18.4,29.7,0.175,32,32
278,Southern Methodist NCAA,34,27,7,0.794,12.94,3.57,15,3,16,2,8,4,2350,2032,63.3,108.8,0.44,0.229,0.555,55,63,11,14.7,0.517,16.8,37.1,0.309,94.1,0.31,0.453,0.488,45,60.9,10.4,9.2,0.455,17.5,29.4,0.21,21,64
283,St. John's (NY) NCAA,33,21,12,0.636,11.85,9.04,10,8,16,4,4,6,2343,2240,67.6,104.6,0.363,0.301,0.529,47.4,48.9,11,16.8,0.494,13.7,28.4,0.251,100,0.333,0.358,0.496,52.6,56.1,7.6,8.5,0.466,16.2,34.9,0.218,33,64
285,Stephen F. Austin NCAA,34,29,5,0.853,8.61,-4.2,17,1,15,1,10,3,2672,2188,68,115.2,0.427,0.37,0.594,54.2,65.4,11.2,10,0.557,17.5,37.9,0.314,94.3,0.493,0.279,0.532,45.8,47.8,8.8,9.6,0.485,22.2,29.3,0.343,50,64
295,Texas NCAA,34,20,14,0.588,16.16,9.07,8,10,13,5,4,7,2290,2049,62.9,105.9,0.365,0.341,0.531,56,55.5,5.9,20,0.491,16.8,37.9,0.265,94.7,0.348,0.308,0.46,44,50.6,9.9,8.7,0.421,12,28.6,0.231,41,64
298,Texas Southern NCAA,35,22,13,0.629,-5.98,-6.09,16,2,9,1,10,11,2390,2386,64.5,103.6,0.468,0.312,0.531,50,45.8,9.3,7.7,0.495,16.8,33.8,0.309,103.5,0.331,0.283,0.52,50,47.7,9.9,10.4,0.493,15.8,34.6,0.216,61,64
308,UAB NCAA,36,20,16,0.556,1.94,1.62,12,6,13,4,3,8,2476,2452,65.9,101.5,0.35,0.297,0.52,51,59.1,9.7,13,0.477,16.8,34.2,0.259,100.5,0.329,0.32,0.509,49,49.7,9.1,10,0.476,16.5,32.9,0.225,57,32
310,UC Irvine NCAA,34,21,13,0.618,3.63,0.45,11,5,10,3,6,9,2295,2113,63.7,105.2,0.292,0.301,0.544,51.2,56.2,8.9,12.6,0.52,15.8,30.2,0.2,96.8,0.346,0.289,0.483,48.8,49.3,8.9,7.4,0.442,14.9,30.5,0.24,54,64
314,UCLA NCAA,36,22,14,0.611,12.07,8.27,11,7,16,1,2,8,2590,2453,67.3,106.1,0.357,0.289,0.527,52.6,53.5,9.8,11,0.496,14.9,33.8,0.242,100.5,0.323,0.385,0.518,47.4,58.4,9.3,8,0.485,15.6,28.6,0.225,42,16
319,Utah NCAA,35,26,9,0.743,20.98,7.42,13,5,16,1,6,5,2496,1999,62.6,113.5,0.432,0.372,0.588,53.7,57.6,9.5,13.5,0.557,16.1,31.6,0.303,90.9,0.337,0.293,0.47,46.3,43.6,8.9,9.9,0.43,16.1,27.9,0.23,17,16
324,Valparaiso NCAA,34,28,6,0.824,6.29,-2,13,3,15,1,8,4,2366,2021,63.8,108.6,0.368,0.338,0.548,55.1,52.9,9.3,14.1,0.52,16.4,35.6,0.248,92.8,0.327,0.382,0.485,44.9,56.3,10.5,9,0.446,16.6,26.9,0.23,51,64
327,Villanova NCAA,36,33,3,0.917,23.13,7.55,16,2,15,0,9,2,2754,2193,65,116.9,0.418,0.429,0.589,51.5,62.2,11.8,11,0.553,14,32.5,0.305,93.1,0.304,0.322,0.488,48.5,54,8.3,8.6,0.455,18.4,31.2,0.207,2,32
328,Virginia NCAA,34,30,4,0.882,21.73,7.81,16,2,15,1,11,1,2224,1751,58.6,110.8,0.349,0.275,0.543,56,53.5,9.3,13.3,0.506,13.4,34.2,0.254,87.2,0.286,0.366,0.454,44,49.5,8.5,7.4,0.423,15.7,24.3,0.185,5,32
329,Virginia Commonwealth NCAA,36,26,10,0.722,12.79,6.1,12,6,12,4,8,4,2609,2368,66.4,106.5,0.373,0.399,0.518,49.2,50.9,14,12.5,0.487,13.2,31.8,0.245,96.7,0.378,0.351,0.53,50.8,56.8,8.6,9.6,0.495,20.5,30.6,0.262,28,64
337,West Virginia NCAA,35,25,10,0.714,15.12,9.29,11,7,12,3,5,5,2542,2338,68.7,104.9,0.404,0.336,0.499,52.1,56.7,15.5,8.7,0.461,15.1,40.2,0.267,96.5,0.555,0.322,0.569,47.9,53.3,8.3,10.3,0.527,24.8,30.9,0.383,19,16
342,Wichita State NCAA,35,30,5,0.857,15.56,3.68,17,1,15,0,10,2,2460,2008,61.9,112.7,0.37,0.347,0.541,53.6,55.3,11.5,11.3,0.507,12.6,34.9,0.259,92,0.368,0.309,0.497,46.4,45.4,6.5,9.2,0.456,18.7,26.8,0.255,26,16
345,Wisconsin NCAA,40,36,4,0.9,24.61,10.29,16,2,15,1,10,2,2900,2327,59.5,121.2,0.362,0.374,0.585,54.7,49.7,7.3,8.2,0.548,10.7,32.1,0.276,97.2,0.224,0.257,0.503,45.3,40,6.8,6.3,0.477,14,23.7,0.159,4,2
346,Wofford NCAA,35,28,7,0.8,2.56,-2.98,16,2,13,1,10,5,2331,2089,62.7,106.2,0.382,0.331,0.547,51.1,56.4,10.4,7.2,0.516,15.1,29.1,0.262,95.2,0.357,0.317,0.507,48.9,43,8.4,9.5,0.467,17.8,26.9,0.251,49,64
348,Wyoming NCAA,35,25,10,0.714,3.81,-0.04,11,7,17,2,5,7,2151,1974,58.3,103.1,0.394,0.397,0.56,49.9,67.1,9.2,8.9,0.526,16.9,22.3,0.277,94.6,0.26,0.355,0.495,50.1,49,9,8.1,0.465,15.9,26.4,0.183,47,64
349,Xavier NCAA,37,23,14,0.622,15.42,9.48,9,9,13,3,5,7,2712,2492,65.6,109.8,0.385,0.331,0.57,52.8,62.3,9,8.3,0.534,15.8,31.3,0.281,100.9,0.333,0.371,0.529,47.2,54.7,9.9,9.9,0.5,16.4,27.3,0.226,24,16
