Rk,School,G,W,L,W-L%,SRS,SOS,W.1,L.1,W.2,L.2,W.3,L.3,Tm.,Opp.,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,oORtg,oFTr,o3PAr,oTS%,oTRB%,oAST%,oSTL%,oBLK%,oeFG%,oTOV%,oORB%,oFT/FGA,Placing
137,Liberty NCAA,medium,high,low,high,low,low,medium,low,high,low,low,low,medium,low,low,high,low,high,high,medium,high,low,low,high,low,low,low,low,medium,medium,low,medium,low,medium,low,low,medium,low,medium,64
144,Louisiana State NCAA,medium,medium,high,low,high,medium,medium,medium,medium,medium,low,high,high,high,high,high,high,medium,medium,low,low,high,low,medium,low,medium,high,high,medium,high,high,high,medium,low,high,high,low,high,medium,32
148,Loyola (IL) NCAA,high,high,low,high,medium,low,high,low,high,low,high,low,high,low,low,high,medium,medium,high,high,high,high,low,high,high,low,medium,low,low,low,low,low,low,low,medium,low,high,low,low,16
156,Maryland NCAA,high,low,high,low,medium,high,low,high,medium,high,low,high,medium,high,low,low,medium,high,medium,low,medium,low,medium,high,medium,low,medium,high,low,high,medium,high,medium,medium,high,high,low,medium,low,32
166,Michigan NCAA,medium,high,low,high,high,high,high,low,high,low,medium,low,medium,medium,medium,high,medium,low,high,high,high,low,medium,high,medium,medium,medium,medium,low,low,low,low,low,low,low,low,low,low,low,8
167,Michigan State NCAA,medium,low,high,low,low,high,low,high,high,medium,low,high,medium,high,medium,low,medium,low,low,medium,high,low,high,low,medium,medium,medium,high,high,low,high,medium,high,high,medium,medium,low,medium,high,68
174,Missouri NCAA,low,low,high,low,medium,high,low,high,low,high,medium,medium,low,medium,high,low,high,medium,medium,low,low,medium,low,medium,high,low,high,high,high,low,high,high,low,medium,high,high,low,high,high,64
179,Morehead State NCAA,high,high,medium,high,low,low,high,low,high,low,high,medium,medium,high,low,low,high,medium,medium,high,medium,low,high,medium,high,high,medium,low,low,high,low,low,medium,high,high,medium,low,low,low,64
181,Mount St. Mary's NCAA,low,low,high,low,low,low,low,high,low,medium,medium,high,low,low,low,low,medium,medium,low,high,low,low,medium,low,high,medium,low,medium,low,low,low,low,low,high,medium,low,low,low,low,68
195,Norfolk State NCAA,low,low,medium,medium,low,low,low,low,low,high,medium,low,low,low,high,low,high,medium,low,low,low,medium,medium,low,medium,low,high,medium,high,high,high,high,high,low,high,medium,high,high,high,64
197,North Carolina NCAA,medium,medium,high,low,medium,high,low,medium,low,low,low,high,high,high,high,low,high,low,low,high,medium,medium,high,low,high,high,medium,medium,low,medium,high,low,medium,high,high,high,medium,medium,low,64
203,North Texas NCAA,medium,medium,high,low,low,low,low,medium,low,medium,low,high,medium,medium,low,medium,low,medium,high,medium,medium,medium,low,high,high,low,low,low,medium,low,medium,medium,low,high,medium,medium,high,medium,medium,32
214,Ohio NCAA,low,low,medium,medium,low,low,low,medium,low,medium,low,medium,medium,medium,high,high,low,medium,high,low,high,medium,low,high,medium,low,low,high,medium,high,high,high,high,low,low,high,medium,medium,medium,32
215,Ohio State NCAA,high,medium,high,medium,high,high,medium,high,low,high,high,medium,high,high,medium,high,high,high,high,medium,low,low,medium,medium,low,medium,high,high,high,medium,high,medium,high,low,low,high,low,medium,high,64
216,Oklahoma NCAA,medium,low,high,low,medium,medium,low,high,low,medium,low,high,medium,medium,medium,medium,low,medium,medium,low,low,medium,medium,medium,low,low,medium,high,low,medium,high,high,medium,low,medium,high,medium,medium,low,32
217,Oklahoma State NCAA,high,medium,medium,medium,medium,high,medium,high,low,medium,high,medium,high,high,high,low,high,low,medium,medium,low,medium,medium,medium,high,medium,high,medium,high,medium,medium,medium,medium,high,high,medium,medium,high,high,64
220,Oral Roberts NCAA,medium,medium,high,low,low,low,low,medium,low,medium,low,high,high,high,high,high,low,high,high,low,low,medium,low,high,low,low,medium,high,medium,low,high,high,low,low,high,high,low,high,medium,16
221,Oregon NCAA,medium,medium,low,high,high,high,high,low,medium,medium,high,low,medium,medium,medium,high,low,medium,medium,low,low,high,medium,high,medium,medium,low,high,low,high,high,high,high,low,low,high,high,medium,medium,16
222,Oregon State NCAA,high,medium,high,low,medium,high,low,high,low,high,low,high,high,high,low,medium,high,medium,low,low,high,low,medium,low,medium,medium,high,high,high,medium,high,high,high,low,medium,medium,medium,high,high,8
232,Purdue NCAA,medium,medium,high,low,high,high,medium,medium,medium,low,low,high,medium,medium,low,medium,medium,medium,medium,high,high,low,high,medium,medium,high,medium,high,medium,high,high,low,high,medium,high,high,low,low,medium,64
241,Rutgers NCAA,medium,low,high,low,medium,high,low,high,low,high,low,high,low,medium,medium,low,low,low,low,low,medium,high,high,low,medium,low,low,high,high,low,medium,high,high,high,medium,medium,medium,high,high,32
252,San Diego State NCAA,medium,high,low,high,medium,medium,high,low,high,medium,medium,low,medium,low,low,high,medium,high,medium,medium,medium,high,medium,medium,medium,medium,high,low,high,high,medium,medium,high,low,medium,low,high,low,high,64
269,Southern California NCAA,high,high,medium,high,high,high,high,medium,high,medium,high,low,high,high,medium,medium,high,low,medium,high,low,low,high,medium,medium,high,medium,low,low,low,low,low,high,medium,low,low,low,medium,low,8
275,St. Bonaventure NCAA,low,low,low,high,medium,medium,medium,low,low,low,low,low,low,low,low,medium,low,low,low,medium,high,medium,high,low,low,high,low,low,medium,high,low,medium,high,low,medium,low,medium,high,low,64
282,Syracuse NCAA,medium,medium,high,low,medium,medium,low,high,high,low,low,high,medium,medium,medium,medium,low,high,medium,low,high,high,high,medium,low,medium,medium,high,low,high,medium,high,high,medium,high,medium,medium,high,low,16
286,Tennessee NCAA,medium,medium,medium,medium,high,medium,low,high,high,medium,low,medium,medium,low,medium,low,high,low,low,medium,high,high,high,low,medium,high,high,low,medium,medium,low,medium,low,high,low,low,high,high,high,64
290,Texas NCAA,medium,medium,medium,medium,high,medium,medium,medium,low,high,medium,low,medium,medium,medium,medium,medium,high,medium,medium,low,medium,medium,medium,high,medium,medium,medium,high,low,low,medium,low,high,high,low,low,medium,high,64
293,Texas Southern NCAA,low,low,medium,low,low,low,low,low,low,medium,low,high,low,medium,high,low,high,low,low,high,low,medium,high,low,high,high,high,low,high,high,low,low,medium,medium,medium,low,medium,medium,high,64
295,Texas Tech NCAA,medium,medium,high,low,high,medium,low,high,medium,high,low,medium,medium,medium,low,medium,high,low,low,low,low,high,high,low,low,high,high,low,high,medium,medium,high,low,medium,low,medium,high,high,high,32
308,UC Santa Barbara NCAA,medium,high,low,high,low,low,high,low,medium,low,high,medium,medium,low,medium,high,high,low,high,high,high,high,low,high,low,medium,high,low,low,low,medium,low,low,low,low,medium,high,low,medium,64
310,UCLA NCAA,high,high,high,medium,high,high,medium,medium,medium,low,low,high,high,high,low,medium,medium,low,medium,medium,low,low,low,medium,low,medium,medium,high,medium,medium,high,medium,medium,low,low,high,low,low,medium,4
312,UNC Greensboro NCAA,high,medium,medium,medium,low,low,medium,medium,low,medium,high,low,high,high,high,low,low,medium,low,medium,low,high,high,low,low,high,low,medium,high,high,high,medium,medium,low,low,high,high,low,high,64
316,Utah State NCAA,medium,medium,medium,medium,medium,low,medium,low,low,medium,low,low,medium,medium,medium,low,medium,low,low,high,high,medium,high,low,high,high,low,low,low,high,low,low,high,high,medium,low,high,low,low,64
324,Villanova NCAA,low,medium,low,medium,high,medium,medium,low,low,low,low,medium,low,low,low,high,medium,high,high,low,high,low,low,medium,low,low,medium,high,low,high,high,high,medium,low,medium,high,medium,low,low,16
325,Virginia NCAA,low,medium,low,medium,medium,medium,medium,low,low,low,medium,low,low,low,low,high,low,high,high,medium,medium,low,high,high,low,low,low,high,low,medium,medium,medium,high,medium,low,medium,low,low,low,64
326,Virginia Commonwealth NCAA,low,medium,low,high,medium,medium,low,low,high,medium,low,low,low,low,high,low,high,low,medium,low,medium,high,high,medium,high,low,high,low,high,low,low,high,medium,high,medium,low,high,high,high,64
328,Virginia Tech NCAA,low,low,low,medium,medium,medium,low,low,low,medium,low,low,low,low,low,medium,medium,high,medium,medium,high,low,high,medium,medium,low,medium,medium,high,high,high,medium,low,medium,high,high,medium,low,medium,64
334,West Virginia NCAA,medium,medium,high,low,medium,high,medium,medium,low,high,high,low,high,high,high,medium,high,low,low,medium,medium,high,low,low,low,high,high,high,medium,medium,high,medium,high,medium,low,high,high,high,low,32
339,Wichita State NCAA,low,low,low,high,low,medium,medium,low,low,medium,low,low,low,low,medium,low,high,high,low,low,medium,medium,medium,low,low,medium,high,medium,medium,medium,low,high,medium,low,medium,low,medium,high,low,68
341,Winthrop NCAA,low,high,low,high,low,low,high,low,medium,low,high,low,medium,low,high,medium,high,high,medium,high,medium,medium,low,medium,high,high,high,low,high,medium,high,low,low,medium,high,high,high,low,high,64
342,Wisconsin NCAA,high,medium,high,low,high,high,low,high,medium,high,low,high,medium,high,low,medium,low,high,low,low,medium,low,medium,low,low,low,low,medium,medium,low,medium,high,high,low,high,medium,low,low,medium,32
